,_QDA_,_LDA_,_LSVM_,_SVM_,_KNN_,_DT_,_RF_,_GNB_
26.0,0.284500693481276,0.27028432732316227,0.2579750346740638,0.3127600554785021,0.16990291262135923,0.27600554785020803,0.30911927877947293,0.3131067961165049
31.0,0.3070388349514563,0.3314840499306519,0.32142857142857145,0.30097087378640774,0.1822122052704577,0.2973300970873786,0.34552704576976423,0.271497919556172
36.0,0.3065187239944521,0.4056865464632455,0.3866158113730929,0.3684119278779473,0.180998613037448,0.28623439667128986,0.39303051317614424,0.3354715672676838
41.0,0.3776005547850208,0.4734743411927878,0.46601941747572817,0.3713592233009709,0.19781553398058252,0.3276699029126214,0.41262135922330095,0.358876560332871
46.0,0.3753467406380028,0.48509015256588073,0.4653259361997226,0.3510748959778086,0.17978502080443828,0.32420249653259364,0.4157420249653259,0.3746532593619972
51.0,0.42614424410540913,0.548370319001387,0.5424757281553398,0.4029126213592233,0.22624826629681,0.31466712898751736,0.48994452149791956,0.4200762829403606
56.0,0.3937239944521498,0.5351941747572816,0.5286061026352289,0.35835644937586686,0.19712205270457697,0.3080790568654646,0.3737864077669903,0.3030513176144244
61.0,0.3963245492371706,0.5466366158113731,0.5315533980582524,0.37326629680998613,0.210124826629681,0.3065187239944521,0.4214632454923717,0.37014563106796117
66.0,0.44781553398058255,0.565880721220527,0.4958391123439667,0.37829403606102635,0.2099514563106796,0.33443134535367547,0.41678224687933424,0.4003120665742025
71.0,0.46341886269070737,0.6203190013869625,0.5863384188626907,0.3580097087378641,0.2250346740638003,0.3195214979195562,0.45440360610263525,0.4228502080443828
76.0,0.42319694868238555,0.5930998613037448,0.5440360610263523,0.3299237170596394,0.2394244105409154,0.34379334257975036,0.4538834951456311,0.40759361997226073
81.0,0.5052011095700416,0.6614077669902912,0.6263869625520111,0.35436893203883496,0.22330097087378642,0.41140776699029125,0.5182038834951457,0.4537101248266297
86.0,0.4802357836338419,0.6537794729542302,0.6217059639389736,0.40984743411927876,0.22590152565880722,0.4346393897364771,0.5828710124826629,0.5343273231622746
91.0,0.5188973647711512,0.6752773925104022,0.6347087378640777,0.39961858529819694,0.23595700416088766,0.43966712898751736,0.5164701803051318,0.5313800277392511
96.0,0.5892857142857143,0.6986823855755895,0.6773578363384188,0.4334257975034674,0.2486130374479889,0.414875173370319,0.5651872399445215,0.5670943134535368
101.0,0.5537447988904299,0.6719833564493759,0.6445908460471568,0.40880721220527044,0.2924757281553398,0.4003120665742025,0.5773231622746186,0.5254854368932039
106.0,0.5507975034674064,0.710124826629681,0.6536061026352289,0.37170596393897365,0.27739251040221913,0.39961858529819694,0.5079750346740638,0.5050277392510403
111.0,0.5594660194174758,0.7697642163661581,0.6882801664355063,0.3906033287101248,0.30339805825242716,0.38904299583911234,0.5707350901525658,0.5802704576976422
116.0,0.545249653259362,0.7503467406380028,0.6608876560332871,0.42180998613037446,0.3070388349514563,0.4185159500693481,0.5943134535367545,0.5809639389736477
