,_QDA_,_LDA_,_LSVM_,_SVM_,_KNN_,_DT_,_RF_,_GNB_
,_QDA_,_LDA_,_LSVM_,_SVM_,_KNN_,_DT_,_RF_,_GNB_
26.0,0.5948335644937587,0.6867198335644937,0.6444174757281553,0.4760748959778086,0.4864771151178918,0.46497919556171985,0.5823509015256588,0.545249653259362
31.0,0.6217059639389736,0.7052704576976422,0.6603675450762829,0.4304785020804438,0.5313800277392511,0.48613037447988905,0.6073162274618585,0.5280859916782247
36.0,0.6523925104022191,0.7919556171983356,0.746879334257975,0.5813106796116505,0.5936199722607489,0.5065880721220527,0.6447642163661581,0.5891123439667129
41.0,0.7541608876560333,0.8255894590846047,0.7981969486823856,0.6645284327323162,0.6711165048543689,0.5400485436893204,0.6797850208044383,0.6759708737864077
46.0,0.7742718446601942,0.837378640776699,0.8073855755894591,0.6437239944521498,0.6907073509015257,0.5468099861303745,0.6941747572815534,0.6539528432732317
51.0,0.7630027739251041,0.8644244105409153,0.838245492371706,0.6161581137309292,0.6454576976421637,0.47538141470180306,0.6761442441054092,0.7241678224687933
56.0,0.7305825242718447,0.8746532593619972,0.8252427184466019,0.6605409153952844,0.6853328710124826,0.5757628294036061,0.7493065187239945,0.717753120665742
61.0,0.7493065187239945,0.8739597780859917,0.8325242718446602,0.6933079056865464,0.7111650485436893,0.49774618585298197,0.7366504854368932,0.7224341192787794
66.0,0.811373092926491,0.9015256588072122,0.8619972260748959,0.7116851595006934,0.744625520110957,0.516123439667129,0.7389042995839112,0.753987517337032
71.0,0.8314840499306518,0.8720527045769764,0.8548890429958391,0.7279819694868238,0.7732316227461858,0.5610263522884882,0.7656033287101248,0.7581484049930652
76.0,0.7813800277392511,0.9082871012482663,0.8704923717059639,0.7489597780859917,0.7936893203883495,0.5977808599167822,0.8221220527045769,0.761615811373093
81.0,0.8328710124826629,0.907246879334258,0.8819348127600555,0.7536407766990292,0.7787794729542302,0.5693481276005548,0.8047850208044383,0.7642163661581137
86.0,0.8087725381414702,0.9155686546463245,0.8737864077669902,0.741504854368932,0.8101595006934813,0.5703883495145631,0.8065187239944521,0.7891816920943134
91.0,0.835124826629681,0.9287447988904299,0.878987517337032,0.7375173370319001,0.8203883495145631,0.5898058252427184,0.8129334257975035,0.7777392510402219
96.0,0.8663314840499307,0.9114077669902912,0.8855755894590847,0.7659500693481276,0.8335644937586685,0.5932732316227461,0.8590499306518724,0.8072122052704577
101.0,0.819868238557559,0.930131761442441,0.890256588072122,0.7669902912621359,0.8380721220527045,0.6140776699029126,0.8434466019417476,0.8105062413314841
