,_QDA_,_LDA_,_LSVM_,_SVM_,_KNN_,_DT_,_RF_,_GNB_
0.02,0.6579473062771157,0.6139683672909001,0.6069045526937229,0.1815620023065517,0.4590106540721621,0.4126256246910868,0.5601934482947992,0.549227030589269
0.07,0.8388512213887286,0.7908011155991537,0.7869061357953453,0.4317416810925178,0.6898682438930563,0.5910030775149067,0.7525125024043086,0.7074918253510291
0.12000000000000001,0.8765052787858792,0.8386464863081491,0.8346873968987133,0.5095265588914549,0.7534642032332564,0.6344646981194325,0.7922715275486638,0.7363081491257011
0.17,0.892903074944464,0.8628843680579914,0.8579738103589384,0.5318601660236174,0.7805740675786274,0.655793288904478,0.8141880042090495,0.7389220156670174
0.22000000000000003,0.9059608675868345,0.8768011527377522,0.8713028970119824,0.5758380100106173,0.801721522827241,0.6701046564538147,0.8262551190656757,0.7497724859699681
0.27,0.9146058014131647,0.8886667906284864,0.8813685384901451,0.5804667162513946,0.8180085533655634,0.680364447750093,0.832140200818148,0.7523707698029007
0.32,0.9232591449977964,0.8972014103129132,0.8898193036579991,0.617893345085941,0.8257492287351256,0.6836712208021155,0.8423314235345968,0.755398854120758
0.37,0.9288441955193483,0.9068228105906314,0.8966395112016293,0.6244271894093686,0.8404404276985743,0.6943100814663951,0.8477596741344195,0.758974032586558
0.42,0.9306400231682594,0.9089921807124239,0.9016796988126267,0.6434260063712713,0.8447726614538082,0.6904141326382855,0.8558499855198378,0.7653489719084854
0.47,0.9378645495787427,0.916396629941672,0.9065942968243681,0.6435515230071289,0.8493195074530137,0.6941023979261179,0.8540181464679196,0.7673363577446533
0.52,0.9402702702702703,0.9202702702702703,0.9081081081081082,0.657027027027027,0.8566666666666667,0.7018018018018019,0.8585585585585586,0.7731531531531531
0.6200000000000001,0.9452186963979416,0.9280660377358491,0.9148799313893653,0.6976843910806175,0.8651372212692967,0.7013293310463122,0.8636363636363636,0.7770154373927959
0.6700000000000002,0.9486823855755895,0.9296116504854369,0.9163199260286639,0.710702727693019,0.8669671752196024,0.7155570966250578,0.8659269533055941,0.778548312528895
0.7200000000000002,0.9487786640079761,0.9305832502492523,0.9193668993020937,0.730309072781655,0.8707627118644068,0.7168494516450648,0.8665254237288136,0.7799102691924227
0.7700000000000002,0.9524189261031366,0.9355396065922382,0.9223817118553961,0.7453482190324295,0.8741360978203083,0.7054758107389686,0.8708133971291866,0.7856193514088251
0.8200000000000003,0.9545970488081725,0.9327468785471056,0.9246594778660613,0.731838819523269,0.8748581157775256,0.7135357548240636,0.8698921679909194,0.7877412031782066
0.9200000000000004,0.9559105431309904,0.9428115015974441,0.9273162939297125,0.7450479233226837,0.8813099041533546,0.7241214057507988,0.8714057507987221,0.7904153354632588
1.0200000000000005,0.9603202846975089,0.9430604982206405,0.9311387900355872,0.7613879003558719,0.8829181494661922,0.7199288256227758,0.8741992882562277,0.796085409252669
1.0700000000000005,0.9602102102102102,0.9451951951951952,0.9328078078078078,0.7837837837837838,0.8856981981981982,0.7227852852852853,0.8778153153153153,0.7965465465465466
1.1200000000000006,0.9625876851130164,0.9464146531566641,0.9300467653936088,0.8018316445830086,0.8908807482462977,0.7194076383476228,0.8805533904910366,0.7952065471551052
1.2200000000000006,0.9650814053127678,0.9511568123393316,0.9344473007712082,0.8191945158526135,0.893101970865467,0.7249357326478149,0.8800342759211653,0.800771208226221
1.2700000000000007,0.9657777777777777,0.9531111111111111,0.9384444444444444,0.8233333333333334,0.894,0.7304444444444445,0.8833333333333333,0.7993333333333333
1.3200000000000007,0.9674515235457064,0.9515235457063712,0.9379039704524469,0.8164819944598338,0.8928901200369345,0.7195290858725761,0.883887349953832,0.8021698984302862
1.3700000000000008,0.9657238734419943,0.9544582933844679,0.9336049856184084,0.8199904122722914,0.8926174496644296,0.7166826462128476,0.8825503355704698,0.8029721955896453
1.4200000000000008,0.9648554336989033,0.957876370887338,0.9366899302093719,0.8212861415752741,0.8993020937188435,0.7392821535393819,0.8838484546360917,0.8040877367896311
1.520000000000001,0.9709677419354839,0.9591397849462365,0.9419354838709677,0.8150537634408602,0.8978494623655914,0.7228494623655914,0.886021505376344,0.8077956989247311
1.570000000000001,0.9684095860566448,0.9607843137254902,0.9422657952069716,0.8090958605664488,0.9019607843137255,0.7222222222222222,0.8886165577342048,0.809640522875817
1.620000000000001,0.9708049886621315,0.9620181405895691,0.9393424036281179,0.8035714285714286,0.9016439909297053,0.7270408163265306,0.8852040816326531,0.8061224489795918
1.720000000000001,0.970763723150358,0.9624105011933174,0.9433174224343676,0.7980310262529833,0.9072195704057279,0.7401551312649165,0.8848448687350835,0.815035799522673
1.7700000000000011,0.9710460772104608,0.9638854296388543,0.9458281444582815,0.7985678704856787,0.902241594022416,0.7319427148194272,0.8900996264009963,0.8166251556662516
1.8200000000000012,0.9707792207792207,0.964935064935065,0.9444805194805195,0.7974025974025974,0.9064935064935065,0.7337662337662337,0.8866883116883116,0.8194805194805195
1.8700000000000012,0.9734251968503937,0.9688320209973753,0.949475065616798,0.7942913385826772,0.9038713910761155,0.740485564304462,0.8917322834645669,0.818241469816273
1.9200000000000013,0.9756849315068493,0.9667808219178082,0.9472602739726027,0.8034246575342465,0.9030821917808219,0.7376712328767123,0.8900684931506849,0.8160958904109589
2.0200000000000014,0.9753623188405797,0.9699275362318841,0.9507246376811594,0.7967391304347826,0.9090579710144927,0.7340579710144928,0.8981884057971015,0.8152173913043478
2.120000000000001,0.9745575221238938,0.967551622418879,0.9446902654867256,0.8023598820058997,0.9166666666666666,0.7230825958702065,0.8997050147492626,0.8237463126843658
2.2200000000000006,0.97734375,0.9703125,0.94921875,0.78828125,0.908984375,0.747265625,0.9015625,0.827734375
2.2700000000000005,0.9741803278688524,0.9668032786885246,0.9487704918032787,0.7987704918032786,0.9143442622950819,0.735655737704918,0.8954918032786885,0.8258196721311475
2.3200000000000003,0.9763681592039801,0.9693200663349917,0.953150912106136,0.7860696517412935,0.9083747927031509,0.7213930348258707,0.8955223880597015,0.8250414593698175
2.37,0.9779166666666667,0.9691666666666666,0.9516666666666667,0.7858333333333334,0.9129166666666667,0.7420833333333333,0.9016666666666666,0.8283333333333334
2.42,0.9750874125874126,0.9707167832167832,0.9541083916083916,0.7543706293706294,0.923951048951049,0.736013986013986,0.902972027972028,0.8277972027972028
2.5199999999999996,0.98125,0.9727678571428572,0.953125,0.7928571428571428,0.9138392857142857,0.7450892857142857,0.8950892857142857,0.8308035714285714
